state,state_abbreviation,county,zip,name,address,city,schedule,notes,phone,county website,type
Pennsylvannia,PA,Montgomery,18054,Upper Frederick Green Lane,2144 Snyder Road ,Green Lane,"October 3rd - October 30th: Monday, Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19030,Upper Moreland Willow Grove YMCA,3300 Davisville Road ,Hartboro,"October 3rd - October 30th: Monday &Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montour,17821,Montour County Board of Elections,253 Mill Street ,Danville,9:00 a.m.-4:00 p.m,,(570) 271-3000,http://www.montourco.org/Pages/ElectionsAndVoterRegistration.aspx,clerk
Pennsylvannia,PA,Northampton,18018,Bethlehem City Hall,10 E. Church St. ,Bethlehem,NA,,(610) 829-6260,https://www.northamptoncounty.org/CTYADMN/ELECTNS/Pages/About-Us.aspx,other
Pennsylvannia,PA,Northampton,18064,Northampton County 911 Center,100 Gracedale Avenue ,Nazareth,NA,,(610) 829-6260,https://www.northamptoncounty.org/CTYADMN/ELECTNS/Pages/About-Us.aspx,other
Pennsylvannia,PA,Northampton,18020,Northampton County Human Services Building,2801 Emrick Blvd ,Bethlehem,NA,,(610) 829-6260,https://www.northamptoncounty.org/CTYADMN/ELECTNS/Pages/About-Us.aspx,other
Pennsylvannia,PA,Northampton,18042,Northampton County Office of Elections and Voter Registration,"669 Washington St. ,Room 1211",Easton,"M-F: 8:30am-8pm, Saturday: 8am-12pm",,(610) 829-6260,https://www.northamptoncounty.org/CTYADMN/ELECTNS/Pages/About-Us.aspx,clerk
Pennsylvannia,PA,Northumberland,17801,Northumberland County Board of Elections,"320 North Second Street ,Suite 1",Sunbury,"Monday 9:00a Ð 5:00p:, Tues. Ð Fri.  9:00a Ð 4:30p",,(570) 988-4209,https://www.norrycopa.net/index.php/board-of-elections/,clerk
Pennsylvannia,PA,Perry,17068,Perry County Board of Elections,"Veterans Memorial Building, PO Box 37 ",New Bloomfield,Monday through Friday: 8:00 am to 4:00 pm,"Additional Hours: October 19th: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 21st: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 23rd: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 24th: 8:00 a.m. to 12:00 p.m., October 26th: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 28th: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 30th: 6:30 a.m. to 8:00 a.m. and 4:00 p.m. to 6:30 p.m., October 31st: 8:00 a.m. to 12:00 p.m., November 2nd: 6:30 a.m.: 8:00 a.m.",(717) 582-2131,https://perryco.org/departments/elections-voter-registration/,clerk
Pennsylvannia,PA,Philadelphia,19138,A. B. Day School,6324 Crittenden St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19139,Alain Locke School,4550 Haverford Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19107,"City Hall, Room 140",1400 John F Kennedy Blvd ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19107,"City Hall,  South Broad Apron",1400 John F Kennedy Blvd ,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19147,Creative And Performing Arts,901 S Broad St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19120,Feltonville Intermediate School,238 E Wyoming Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19116,George Washington High School,10175 Bustleton Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19124,Harding Middle School,2000 Wakeling Street ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19111,J Hampton Moore School,6900 Summerdale Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19136,Joseph H. Brown School,3600 Stanwood St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19133,Julia De Burgos Elementary,401 W Lehigh Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19141,Julia Ward Howe School,5800 N 13th St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19134,Mastbaum High School,3116 Frankford Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19151,Overbrook Elementary School,2032 N 62nd St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19123,"Riverview Place, 1st Floor",520 N Columbus Blvd ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday - Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19123,"Riverview Place, Columbus Boulevard side of the building",520 N Columbus Blvd ,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19128,Roxborough High School,6498 Ridge Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday/Saturday/Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19121,The Liacouras Center,1776 N Broad St ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday/Saturday/Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19142,Tilden Middle School,6601 Elmwood Ave ,Philadelphia,"Monday - Thursday: 11:30am to 6:30pm, Friday/Saturday/Sunday: 9:30am to 4:30pm",,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,clerk
Pennsylvannia,PA,Philadelphia,19130,The Eastern State Penitentiary,2027 Fairmount Ave,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Pike,18337,Pike County Elections Office,506 Broad Street ,Milford,M-F:8:30 - 4:30,,(570) 296-3426,http://www.pikepa.org/elections,clerk
Pennsylvannia,PA,Potter,16915,Potter County Board of Elections,"1 N. Main St., Suite 204 ,Gunzburger Building",Coudersport,NA,,(814) 274-8467,https://pottercountypa.net/post.php?pid=8,clerk
Pennsylvannia,PA,Schuylkill,17901,Schuylkill County Board of Elections,420 North Centre Street ,Pottsville,NA,,(570) 628-1467,http://www.co.schuylkill.pa.us/Offices/Election/index.asp,clerk
Pennsylvannia,PA,Snyder,17842,Snyder County Board of Elections,9 West Market Street ,Middleburg,NA,,(570) 837-4286,http://www.snydercounty.org/Depts/Elections/Pages/ElectionsandVoterRegistration.aspx,clerk
Pennsylvannia,PA,Somerset,15501,Somerset County Board of Elections,"300 North Center Avenue ,Suite 340",Somerset,"Monday-Friday (Except on Legal Holidays): 8:30AM-4:00PM
",,(814) 445-1549,http://www.co.somerset.pa.us/department.asp?deptnum=90,clerk
Pennsylvannia,PA,Sullivan,18626,Sullivan County Board of Elections,245 Muncy Street ,Laporte,NA,,(570) 946-5201,NA,clerk
Pennsylvannia,PA,Susquehanna,18801,Susquehanna County Board of Elections,31 Lake Avenue ,Montrose,Mon-Fri: 8:30-4:30,,(570) 278-4600 x 4090,http://susqco.com/Dept/Voter/Pages/default.aspx,clerk
Pennsylvannia,PA,Tioga,16901,Tioga County Board of Elections,118 Main Street ,Wellsboro,Monday thru Friday: 8:00 A.M. - 4:30 P.M.,,(570) 723-8230,http://www.tiogacountypa.us/Departments/Elections_Voter_Registration/Pages/ElectionsVoterRegistration.aspx,clerk
Pennsylvannia,PA,Union,17837,Union County Board of Elections,155 N. 15th Street ,Lewisburg,Hours: 8:00 AM - 4:30 PM,,(570) 524-8603,https://www.unioncountypa.org/departments/elections-voter-registration/absentee-ballot-information/page.aspx?id=1309,clerk
Pennsylvannia,PA,Venango,16323,Venango County Board of Elections,"1174 Elk Street ,Courthouse Annex, Second Floor",Franklin,Monday - Friday(Except legal holidays): 8:30 am - 4:30 pm,,(814) 432-9508,https://www.co.venango.pa.us/356/Voter-Registration-Election-Services,clerk
Pennsylvannia,PA,Warren,16365,Warren County Board of Elections,204 4th Avenue ,Warren,NA,,(814) 728-3406,NA,clerk
Pennsylvannia,PA,Washington,15301,Washington County Board of Elections,"100 W. Beau St. ,Suite 206",Washington,NA,,(724) 228-6750,http://www.co.washington.pa.us/129/Elections,clerk
Pennsylvannia,PA,Wayne,18431,Wayne County Bureau of Elections,925 Court Street ,Honesdale,NA,,(570) 253-5978,http://waynecountypa.gov/203/Home,clerk
Pennsylvannia,PA,Westmoreland,15601,Westmoreland County Board of Elections,"2 North Main Street ,Suite 109",Greensburg,NA,,(724) 830-3150,https://www.co.westmoreland.pa.us/251/Elections,clerk
Pennsylvannia,PA,Westmoreland,15601,Westmoreland County Board of Elections,"2 North Main Street, Courthouse Lobby",Greensburg,"October 21 - November 3: (7 days/week), 8:30 am Ð 8:00 pm",,(724) 830-3150,https://www.co.westmoreland.pa.us/2928/Ballot-Drop-Off-Locations,dropbox
Pennsylvannia,PA,Wyoming,18657,Wyoming County Board of Elections,1 Courthouse Square ,Tunkhannock,Monday through Friday: 8:30 AM to 4:00 PM,,(570) 996-2226,http://www.wycopa.org/Offices/ElectVoter/Pages/default.aspx,clerk
Pennsylvannia,PA,York,17401,York County Board of Elections,28 E. Market St. ,York,Hours: 8 a.m. to 4:30 p.m.,,(717) 771-9604,https://yorkcountypa.gov/voting-elections.html,dropbox
Pennsylvannia,PA,Philadelphia,19150,Dorothy Emanuel Rec Center,8500 Pickering St.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19148,Ford Police Athletic League,631 Snyder Ave.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19106,Independence Branch Library,18 S 7th St.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19146,Markward Playground,400 S Taney St.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19152,Pelbano Recreation Center,8101 Bustleton Ave,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19119,Pleasant Playground,6800 Chew Ave,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19145,Smith Playground,2100 S 24th St.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
Pennsylvannia,PA,Philadelphia,19135,Vogt Rec Center,4131 Unruh Ave.,Philadelphia,24/7,,(215) 686-3469,https://www.philadelphiavotes.com/en/voters/mail-in-and-absentee-ballots,dropbox
