,,"Mailing Address :7426 HUBBARD AVE,",,
,,"MIDDLETON, WI 53562-3118 ",,
,,Phone 1: (608)827-1050,,
,,Fax: (608)827-1057,,
CITY OF MONONA -,13258,CLERK: JOAN ANDRUSZ,http://www.mymonona.com,11/2/2017
DANE COUNTY,,,,
,,DEPUTY CLERK: ALENE HOUSER,,
,,"Municipal Address :5211 SCHLUTER RD,",,
,,"MONONA, WI 53716-2533",,
,,"Mailing Address :5211 SCHLUTER RD, MONONA,",,
,,WI 53716-2533 ,,
,,Phone 1: (608)222-2525,,
,,Fax: (608)222-9225,,
CITY OF STOUGHTON -,13281,CLERK: HOLLY LICHT,http://www.ci.stoughton.wi.us,4/22/2020
DANE COUNTY,,,,
,,DEPUTY CLERK: CANDEE J. CHRISTEN,,
,,"Municipal Address :207 S FORREST STREET,",,
,,"STOUGHTON, WI 53589",,
,,"Mailing Address :207 S FORREST STREET,",,
,,"STOUGHTON, WI 53589 ",,
,,Phone 1: (608)873-6677,,
,,Phone 2: (608)873-6692,,
,,Fax: (608)873-5519,,
Printed 8/7/2020 10:35:34 AM,,,,Page 82 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
CITY OF SUN PRAIRIE -,13282,CLERK: ELENA HILBY,https://cityofsunprairie.com/,9/25/2018
DANE COUNTY,,,,
,,DEPUTY CLERK: ARRIN LINZENMEYER,,
,,"Municipal Address :300 E MAIN ST, SUN PRAIRIE,",,
,,WI 53590-2227,,
,,"Mailing Address :300 E MAIN ST, SUN PRAIRIE,",,
,,WI 53590-2227 ,,
,,Phone 1: (608)837-2511,,
,,Phone 2: (608)512-9249,,
,,Fax: (608)825-6879,,
CITY OF VERONA -,13286,CLERK: ELLEN CLARK,http://www.ci.verona.wi.us,11/13/2018
DANE COUNTY,,,,
,,DEPUTY CLERK: KAYLA MARTIN,,
,,"Municipal Address :111 Lincoln St, Verona, WI",,
,,53593,,
,,"Mailing Address :111 Lincoln St, Verona, WI 53593 ",,
,,Phone 1: (608)845-6495,,
,,Phone 2: (608)848-9947,,
,,Fax: (608)845-8613,,
Printed 8/7/2020 10:35:34 AM,,,,Page 83 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
DODGE COUNTY,,,,
TOWN OF ASHIPPUN -,14002,CLERK: MICHELLE LIESENER,http://www.townofashippun.org,11/2/2017
DODGE COUNTY,,,,
,,"Municipal Address :W1266 COUNTY ROAD O,",,
,,"ASHIPPUN, WI 53003",,
,,"Mailing Address :PO BOX 206, ASHIPPUN, WI",,
,,53003-0206 ,,
,,Phone 1: (920)474-4781,,
,,Fax: (920)474-3581,,
TOWN OF BEAVER DAM,14004,CLERK: KRISTINE KLODOWSKI,http://www.townofbeaverdam.org,10/23/2018
- DODGE COUNTY,,,,
,,"Municipal Address :W8540 COUNTY ROAD W,",,
,,"BEAVER DAM, WI 53916-9422",,
,,"Mailing Address :W8540 COUNTY ROAD W,",,
,,"BEAVER DAM, WI 53916-9422 ",,
,,Phone 1: (920)887-0791 EXT 13,,
,,Fax: (920)887-2264,,
TOWN OF BURNETT -,14006,CLERK: CHRIS MERKES,http://townofburnett.com,1/7/2019
DODGE COUNTY,,,,
,,DEPUTY CLERK: DEBRA WALDVOGEL,,
,,"Municipal Address :W6246 W MAIN ST, BURNETT,",,
,,WI 53922,,
,,"Mailing Address :W6273 PARK DR, BURNETT, WI",,
,,53922-9608 ,,
,,Phone 1: (920)210-7892,,
,,Phone 2: (920)210-7839,,
,,Fax: (920)689-2083,,
TOWN OF CALAMUS -,14008,CLERK: MARJORIE BEILKE,http://www.townofcalamus.com,11/30/2017
DODGE COUNTY,,,,
,,"Municipal Address :W9820 COUNTY ROAD D,",,
,,"BEAVER DAM, WI 53916-9165",,
,,"Mailing Address :W10897 VAN BUREN RD,",,
,,"COLUMBUS, WI 53925-8989 ",,
,,Phone 1: (920)623-3692,,
,,Phone 2: (920)885-5718,,
TOWN OF CHESTER -,14010,CLERK: JANE FIGGE,,4/29/2019
DODGE COUNTY,,,,
,,"Municipal Address :W6498 OAKWOOD ROAD,",,
,,"WAUPUN, WI 53963",,
,,"Mailing Address :W6498 OAKWOOD ROAD,",,
,,"WAUPUN, WI 53963 ",,
,,Phone 1: (920)318-9016,,
Printed 8/7/2020 10:35:34 AM,,,,Page 84 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF CLYMAN -,14012,CLERK: SANDRA THOMA,https://townofclyman.org/,7/14/2020
DODGE COUNTY,,,,
,,"Municipal Address :735 MAIN ST, CLYMAN, WI",,
,,53016,,
,,"Mailing Address :PO BOX 159, CLYMAN, WI 53016",,
,,-0159 ,,
,,Phone 1: (920)296-8749,,
TOWN OF ELBA -,14014,CLERK: WENDY STOECKLER,https://townofelba.com/,12/13/2019
DODGE COUNTY,,,,
,,"Municipal Address :N3799 COUNTY ROAD T,",,
,,"COLUMBUS, WI 53925",,
,,"Mailing Address :N4006 COUNTY ROAD T,",,
,,"COLUMBUS, WI 53925 ",,
,,Phone 1: (920)728-0269,,
TOWN OF EMMET -,14016,CLERK: DEB CARLSON,http://emmettownship.com,3/19/2019
DODGE COUNTY,,,,
,,"Municipal Address :W6777 2nd Street Rd,",,
,,"Watertown, WI 53098-3836",,
,,"Mailing Address :W6777 2nd Street Rd, Watertown,",,
,,WI 53098-3836 ,,
,,Phone 1: (920)285-3459,,
,,Phone 2: (920)261-1611,,
TOWN OF FOX LAKE -,14018,CLERK: RAYMOND CABALLERO,http://townoffoxlake.org,6/24/2020
DODGE COUNTY,,,,
,,DEPUTY CLERK: JOY PUFAHL,,
,,"Municipal Address :W10543 COUNTY ROAD F,",,
,,"FOX LAKE, WI 53933-9779",,
,,"Mailing Address :PO BOX 124, FOX LAKE, WI",,
,,53933-0124 ,,
,,Phone 1: (920)763-7910,,
,,Fax: (920)928-2774,,
TOWN OF HERMAN -,14020,CLERK: ALISON PECHA,http://www.townofherman.com,1/18/2018
DODGE COUNTY,,,,
,,"Municipal Address :W1892 ROCK RD, IRON",,
,,"RIDGE, WI 53035",,
,,"Mailing Address :W1892 ROCK RD, IRON RIDGE,",,
,,WI 53035 ,,
,,Phone 1: (920)387-9322,,
Printed 8/7/2020 10:35:34 AM,,,,Page 85 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF HUBBARD -,14022,CLERK: CARRIE NEU,http://www.townofhubbard.com,3/19/2019
DODGE COUNTY,,,,
,,Municipal Address :W2864,"NEDA RD, IRON",
,,"RIDGE, WI 53035",,
,,Mailing Address :W2864,"NEDA RD, IRON RIDGE,",
,,WI 53035 ,,
,,Phone 1: (920)349-3223,,
,,Fax: (920)349-3223,,
TOWN OF HUSTISFORD,14024,CLERK: KIMBERLY TENNYSON,http://www.townofhustisford.com,4/26/2019
- DODGE COUNTY,,,,
,,"Municipal Address :N3906 COUNTY ROAD EE,",,
,,"NEOSHO, WI 53059-9511",,
,,"Mailing Address :N3906 COUNTY ROAD EE,",,
,,"NEOSHO, WI 53059-9511 ",,
,,Phone 1: (920)349-8425,,
,,Phone 2: (262)490-4358,,
,,Fax: (920)349-9414,,
TOWN OF LEBANON -,14026,CLERK: DEBORAH LYNN BEHL,http://www.townoflebanon.com,3/15/2019
DODGE COUNTY,,,,
,,DEPUTY CLERK: KIM BUDEWITZ,,
,,"Municipal Address :N1738 COUNTY ROAD R,",,
,,"LEBANON, WI 53047",,
,,"Mailing Address :PO BOX 24, LEBANON, WI 53047",,
,,-0024 ,,
,,Phone 1: (920)925-3522,,
,,Phone 2: (920)988-8726,,
,,Fax: (920)925-3901,,
TOWN OF LEROY -,14028,CLERK: ERMA FRANKE,http://www.townleroy.com,10/24/2017
DODGE COUNTY,,,,
,,DEPUTY CLERK: BRENDA WENZEL,,
,,"Municipal Address :N10725 COUNTY ROAD YY,",,
,,"LOMIRA, WI 53048",,
,,"Mailing Address :W4197 LEDGE RD, MAYVILLE,",,
,,WI 53050-1943 ,,
,,Phone 1: (920)583-3320,,
TOWN OF LOMIRA -,14030,CLERK: SHARON BELLING,http://townoflomira.com,11/8/2019
DODGE COUNTY,,,,
,,"Municipal Address :N10479 COUNTY ROAD AY,",,
,,"KNOWLES, WI 53048-9798",,
,,"Mailing Address :N10482 CENTER DRIVE,",,
,,"LOMIRA, WI 53048 ",,
,,Phone 1: (920)948-3493,,
Printed 8/7/2020 10:35:34 AM,,,,Page 86 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF LOWELL -,14032,CLERK: SUSAN CAINE,http://www.townoflowell.com,4/16/2018
DODGE COUNTY,,,,
,,"Municipal Address :W8906 O'SIXTEEN ROAD,",,
,,"REESEVILLE, WI 53579",,
,,"Mailing Address :W8906 O'SIXTEEN ROAD,",,
,,"REESEVILLE, WI 53579 ",,
,,Phone 1: (920)927-5787,,
,,Fax: (920)927-1784,,
TOWN OF OAK GROVE -,14034,CLERK: LAURA L MAERTZ,,11/2/2017
DODGE COUNTY,,,,
,,"Municipal Address :N5801 S GROVE RD, JUNEAU,",,
,,WI 53039,,
,,"Mailing Address :W5601 COUNTY RD S, JUNEAU,",,
,,WI 53039-9624 ,,
,,Phone 1: (920)386-2765,,
TOWN OF PORTLAND -,14036,CLERK: NANCY LOUISE THOMPSON,,5/4/2020
DODGE COUNTY,,,,
,,"Municipal Address :W11720 TAYLOR ST,",,
,,"WATERLOO, WI 53594",,
,,"Mailing Address :N120 HICKORY LN, WATERLOO,",,
,,WI 53594-9604 ,,
,,Phone 1: (920)478-3724,,
TOWN OF RUBICON -,14038,CLERK: LONI M JAEGER,https://townofrubicon.com/,12/20/2017
DODGE COUNTY,,,,
,,"Municipal Address :N3864 COUNTY ROAD P,",,
,,"RUBICON, WI 53078-9701",,
,,"Mailing Address :PO BOX 105, RUBICON, WI",,
,,53078-0105 ,,
,,Phone 1: (262)673-3413,,
,,Fax: (920)673-3466,,
TOWN OF SHIELDS -,14040,CLERK: SUSAN JOHNSON,http://townofshields.com,1/5/2018
DODGE COUNTY,,,,
,,"Municipal Address :W6777 2ND STREET RD,",,
,,"WATERTOWN, WI 53098-3836",,
,,"Mailing Address :N1662 WOOD RD,",,
,,"WATERTOWN, WI 53098-3722 ",,
,,Phone 1: (920)261-7154,,
TOWN OF THERESA -,14042,CLERK: DIANE STEGER,http://townoftheresa.com,10/24/2017
DODGE COUNTY,,,,
,,"Municipal Address :N8679 COUNTY ROAD P,",,
,,"THERESA, WI 53091-9739",,
,,"Mailing Address :W783 W BEND RD, THERESA,",,
,,WI 53091-9743 ,,
,,Phone 1: (920)488-2033,,
,,Fax: (920)488-4702,,
Printed 8/7/2020 10:35:34 AM,,,,Page 87 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF TRENTON -,14044,CLERK: MELISSA PAUSMA,,12/11/2019
DODGE COUNTY,,,,
,,"Municipal Address :N10584 JERSEY RD, FOX",,
,,"LAKE, WI 53933-9742",,
,,"Mailing Address :N10752 JERSEY RD, FOX LAKE,",,
,,WI 53933-9742 ,,
,,Phone 1: (920)324-2055,,
TOWN OF WESTFORD -,14046,CLERK: VICKY ORTH,http://www.townofwestford.org,11/30/2017
DODGE COUNTY,,,,
,,"Municipal Address :W11101 COUNTY ROAD G,",,
,,"BEAVER DAM, WI 53916",,
,,"Mailing Address :N7946 COUNTY ROAD G,",,
,,"BEAVER DAM, WI 53916 ",,
,,Phone 1: (920)344-7742,,
TOWN OF,14048,CLERK: MARY DESSEREAU,http://williamstown-wi.com/,1/5/2018
WILLIAMSTOWN -,,,,
,,"Municipal Address :W3275 COUNTY ROAD TW,",,
DODGE COUNTY,,"MAYVILLE, WI 53050-2025",,
,,"Mailing Address :W3275 COUNTY ROAD TW,",,
,,"MAYVILLE, WI 53050-2025 ",,
,,Phone 1: (920)387-4251,,
,,Phone 2: (920)387-2450,,
,,Fax: (920)387-2413,,
VILLAGE OF,14106,CLERK: MARILYN HALLEY,http://www.villageofbrownsvilletoday.co,11/17/2017
BROWNSVILLE - DODGE,,,m,
COUNTY,,"Municipal Address :514 RAILROAD ST,",,
,,"BROWNSVILLE, WI 53006",,
,,"Mailing Address :PO BOX 308, BROWNSVILLE, WI",,
,,53006-0308 ,,
,,Phone 1: (920)583-4087,,
,,Fax: (920)583-4256,,
VILLAGE OF CLYMAN -,14111,CLERK: CONNIE KREITZMAN,http://www.villageofclyman.org,12/20/2017
DODGE COUNTY,,,,
,,"Municipal Address :713 MORGAN ST, CLYMAN,",,
,,WI 53016,,
,,"Mailing Address :PO BOX 129, CLYMAN, WI 53016",,
,,-0129 ,,
,,Phone 1: (920)696-3444,,
,,Fax: (920)696-3709,,
Printed 8/7/2020 10:35:34 AM,,,,Page 88 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
VILLAGE OF,14136,CLERK: KIM HOPFINGER,http://www.hustisford.com,11/2/2017
HUSTISFORD - DODGE,,,,
,,DEPUTY CLERK: CHARITY S GRULKE,,
COUNTY,,,,
,,"Municipal Address :201 S LAKE ST, HUSTISFORD,",,
,,WI 53034-9613,,
,,"Mailing Address :P. O. BOX 345, HUSTISFORD, WI",,
,,53034-0345 ,,
,,Phone 1: (920)349-3188,,
VILLAGE OF IRON,14141,CLERK: ARLETTE LINDERT,http://ironridge-wi.net,7/6/2017
RIDGE - DODGE,,,,
,,"Municipal Address :205 PARK ST, IRON RIDGE,",,
COUNTY,,WI 53035-9696,,
,,"Mailing Address :PO BOX 247, IRON RIDGE, WI",,
,,53035-0247 ,,
,,Phone 1: (920)387-3975,,
,,Fax: (920)387-1408,,
VILLAGE OF KEKOSKEE,14143,CLERK: MARY DESSEREAU,,6/29/2020
- DODGE COUNTY,,,,
,,DEPUTY CLERK: NICOLE MARGELOFSKY,,
,,"Municipal Address :W3275 COUNTY RD TW,",,
,,"MAYVILLE, WI 53050-2025",,
,,"Mailing Address :W3275 COUNTY RD TW,",,
,,"MAYVILLE, WI 53050-2025 ",,
,,Phone 1: (920)387-4251,,
,,Phone 2: (920)387-2450,,
,,Fax: (920)387-2413,,
VILLAGE OF LOMIRA -,14146,CLERK: JENNA RHEIN,https://www.villageoflomira.com/,3/25/2020
DODGE COUNTY,,,,
,,DEPUTY CLERK: CANDICE MITTENZWEI,,
,,"Municipal Address :425 S WATER ST, LOMIRA, WI",,
,,53048-9581,,
,,"Mailing Address :425 S WATER ST, LOMIRA, WI",,
,,53048-9581 ,,
,,Phone 1: (920)269-4112 EXT 2,,
,,Fax: (920)269-4484,,
VILLAGE OF LOWELL -,14147,CLERK: SANDY POCIUS,http://www.villageoflowell.com,3/19/2019
DODGE COUNTY,,,,
,,"Municipal Address :105 N RIVER ST, LOWELL, WI",,
,,53557-9743,,
,,"Mailing Address :PO BOX 397, LOWELL, WI 53557",,
,,-0397 ,,
,,Phone 1: (920)927-5700,,
,,Phone 2: (920)210-4546,,
,,Fax: (920)927-5700,,
Printed 8/7/2020 10:35:34 AM,,,,Page 89 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
VILLAGE OF NEOSHO -,14161,CLERK: DEANNA BRAUNSCHWEIG,http://www.villageofneosho.org/,3/26/2019
DODGE COUNTY,,,,
,,"Municipal Address :210 S SCHUYLER ST,",,
,,"NEOSHO, WI 53059-9608",,
,,"Mailing Address :PO BOX 178, NEOSHO, WI",,
,,53059-0178 ,,
,,Phone 1: (920)625-3086,,
,,Phone 2: (920)296-0402,,
,,Fax: (920)625-3054,,
VILLAGE OF RANDOLPH,14176,CLERK: JODI WADE,http://www.randolphwis.com,12/26/2019
- MULTIPLE COUNTIES,,,,
,,DEPUTY CLERK: LEANN RAHN,,
,,"Municipal Address :248 W STROUD ST,",,
,,"RANDOLPH, WI 53956-1272",,
,,"Mailing Address :248 W STROUD ST, RANDOLPH,",,
,,WI 53956-1272 ,,
,,Phone 1: (920)326-4600,,
,,Fax: (920)326-4603,,
VILLAGE OF,14177,CLERK: CHRISTINE ABELL,http://reeseville.com,1/27/2020
REESEVILLE - DODGE,,,,
,,"Municipal Address :206 S MAIN ST, REESEVILLE,",,
COUNTY,,WI 53579-9667,,
,,"Mailing Address :PO BOX 273, REESEVILLE, WI",,
,,53579-0273 ,,
,,Phone 1: (608)575-3097,,
VILLAGE OF THERESA -,14186,CLERK: BECKY TELLIER,https://villageoftheresa.com/,7/30/2020
DODGE COUNTY,,,,
,,DEPUTY CLERK: SUSAN FINK,,
,,"Municipal Address :202 S MILWAUKEE ST,",,
,,"THERESA, WI 53091-9665",,
,,"Mailing Address :PO BOX 327, THERESA, WI",,
,,53091-0327 ,,
,,Phone 1: (920)488-5421,,
,,Phone 2: (920)539-7014,,
,,Fax: (920)488-2068,,
Printed 8/7/2020 10:35:34 AM,,,,Page 90 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
CITY OF BEAVER DAM -,14206,CLERK: ZAK BLOOM,https://www.cityofbeaverdam.com/,2/21/2020
DODGE COUNTY,,,,
,,DEPUTY CLERK: TRACEY FERRON,,
,,"Municipal Address :205 S LINCOLN AVE, BEAVER",,
,,"DAM, WI 53916-2323",,
,,"Mailing Address :205 S LINCOLN AVE, BEAVER",,
,,"DAM, WI 53916-2323 ",,
,,Phone 1: (920)887-4600 EXT 349,,
,,Phone 2: (920)356-2546,,
,,Fax: (920)887-4662,,
CITY OF FOX LAKE -,14226,CLERK: JENNY QUIRK,http://www.cityoffoxlake.org/,7/13/2020
DODGE COUNTY,,,,
,,"Municipal Address :248 E STATE ST, FOX LAKE,",,
,,WI 53933-8027,,
,,"Mailing Address :PO BOX 105, FOX LAKE, WI",,
,,53933-0105 ,,
,,Phone 1: (920)928-2280,,
,,Fax: (920)928-6319,,
CITY OF HORICON -,14236,CLERK: KRISTEN M JACOBSON,http://www.cityhoriconwi.us,12/15/2017
DODGE COUNTY,,,,
,,DEPUTY CLERK: CHRIS SPILKER,,
,,"Municipal Address :404 E LAKE ST, HORICON, WI",,
,,53032-1245,,
,,"Mailing Address :404 E LAKE ST, HORICON, WI",,
,,53032-1245 ,,
,,Phone 1: (920)485-3500,,
,,Fax: (920)485-3503,,
CITY OF JUNEAU -,14241,CLERK: SHAWN HART,http://cityofjuneau.net/,6/23/2020
DODGE COUNTY,,,,
,,DEPUTY CLERK: VERONICA EASTERLY,,
,,"Municipal Address :405 JEWEL ST, JUNEAU, WI",,
,,53039,,
,,"Mailing Address :PO BOX 163, JUNEAU, WI 53039",,
,,-0163 ,,
,,Phone 1: (920)386-4800,,
,,Fax: (920)386-4802,,
Printed 8/7/2020 10:35:34 AM,,,,Page 91 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
CITY OF MAYVILLE -,14251,CLERK: SARA DECKER,http://www.mayvillecity.com,5/13/2019
DODGE COUNTY,,,,
,,DEPUTY CLERK: JILL LIEGL,,
,,"Municipal Address :15 S SCHOOL ST, MAYVILLE,",,
,,WI 53050-1656,,
,,"Mailing Address :PO BOX 273, MAYVILLE, WI",,
,,53050-0273 ,,
,,Phone 1: (920)387-7900 EXT 1201,,
,,Phone 2: (920)387-7900 EXT 1203,,
,,Fax: (920)387-7919,,
CITY OF WAUPUN -,14292,CLERK: ANGELA J HULL,http://www.cityofwaupun.org,11/30/2017
MULTIPLE COUNTIES,,,,
,,"Municipal Address :201 E MAIN ST, WAUPUN, WI",,
,,53963-2019,,
,,"Mailing Address :201 E MAIN ST, WAUPUN, WI",,
,,53963-2019 ,,
,,Phone 1: (920)324-7900,,
,,Fax: (920)324-3980,,
Printed 8/7/2020 10:35:34 AM,,,,Page 92 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
DOOR COUNTY,,,,
TOWN OF BAILEYS,15002,CLERK: HALEY ADAMS,https://baileysharborwi.org/,11/7/2019
HARBOR - DOOR,,,,
,,"Municipal Address :2392 COUNTY ROAD F,",,
COUNTY,,"BAILEYS HBR, WI 54202-9346",,
,,"Mailing Address :PO BOX 308, BAILEYS HBR, WI",,
,,54202-0308 ,,
,,Phone 1: (920)839-9509,,
,,Fax: (920)839-9425,,
TOWN OF BRUSSELS -,15004,CLERK: JOANN NEINAS,,3/20/2019
DOOR COUNTY,,,,
,,"Municipal Address :8674 CTY H, STURGEON BAY,",,
,,WI 54235,,
,,"Mailing Address :8674 CTY RD H, STURGEON",,
,,"BAY, WI 54235 ",,
,,Phone 1: (920)825-7618,,
,,Phone 2: (920)660-6959,,
,,Fax: (920)825-7618,,
TOWN OF CLAY BANKS -,15006,CLERK: JESSICA BONGLE,,11/2/2017
DOOR COUNTY,,,,
,,"Municipal Address :597 LOWER LASALLE RD,",,
,,"ALGOMA, WI 54201-9433",,
,,"Mailing Address :597 LOWER LASALLE RD,",,
,,"ALGOMA, WI 54201-9433 ",,
,,Phone 1: (920)493-7383,,
TOWN OF EGG HARBOR,15008,CLERK: PAMELA E KRAUEL,http://townofeggharbor.org,3/27/2019
- DOOR COUNTY,,,,
,,"Municipal Address :5242 CTY I, STURGEON BAY,",,
,,WI 54235,,
,,"Mailing Address :5242 CTY I, STURGEON BAY, WI",,
,,54235,,
,,Phone 1: (920)743-6141,,
,,Fax: (920)743-1102,,
TOWN OF FORESTVILLE,15010,CLERK: RUTH KERSCHER,http://www.forestvilletown.com,10/8/2018
- DOOR COUNTY,,,,
,,"Municipal Address :7701 COUNTY RD H,",,
,,"MAPLEWOOD, WI 54235",,
,,"Mailing Address :1364 MILL RD, STURGEON BAY,",,
,,WI 54235-9263 ,,
,,Phone 1: (920)856-6551,,
,,Phone 2: (920)495-0237,,
Printed 8/7/2020 10:35:34 AM,,,,Page 93 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF GARDNER -,15012,CLERK: AMY SACOTTE,https://townofgardner.org,3/17/2020
DOOR COUNTY,,,,
,,"Municipal Address :2026 COUNTY ROAD DK,",,
,,"STURGEON BAY, WI 54235-3868",,
,,"Mailing Address :2026 COUNTY ROAD DK,",,
,,"STURGEON BAY, WI 54235-3868 ",,
,,Phone 1: (920)825-1137,,
TOWN OF GIBRALTAR -,15014,CLERK: BETH HAGEN,https://gibraltarwi.gov/,1/5/2018
DOOR COUNTY,,,,
,,DEPUTY CLERK: KELLY MURRE,,
,,"Municipal Address :4097 MAIN ST, FISH CREEK,",,
,,WI 54212-9339,,
,,"Mailing Address :PO BOX 850, FISH CREEK, WI",,
,,54212-0850 ,,
,,Phone 1: (920)868-1714,,
,,Fax: (920)868-9425,,
TOWN OF,15016,CLERK: THERESA CAIN-BIERI,http://www.jacksonport.org,11/30/2017
JACKSONPORT - DOOR,,,,
,,DEPUTY CLERK: ELISSA TAYLOR,,
COUNTY,,,,
,,"Municipal Address :3365 COUNTY ROAD V,",,
,,"STURGEON BAY, WI 54235-9549",,
,,"Mailing Address :3365 COUNTY ROAD V,",,
,,"STURGEON BAY, WI 54235-9549 ",,
,,Phone 1: (920)823-8136,,
,,Fax: (920)823-8136,,
TOWN OF LIBERTY,15018,CLERK: ANASTASIA BELL,https://libertygrove.org/,12/6/2019
GROVE - DOOR COUNTY,,,,
,,DEPUTY CLERK: DOUGLAS CURZON,,
,,"Municipal Address :11161 OLD STAGE RD,",,
,,"SISTER BAY, WI 54234-9634",,
,,"Mailing Address :11161 OLD STAGE RD, SISTER",,
,,"BAY, WI 54234-9634 ",,
,,Phone 1: (920)854-2934,,
,,Fax: (920)854-7366,,
TOWN OF,15020,CLERK: JILL M LAU,https://www.townofnasewaupee.com/,3/26/2020
NASEWAUPEE - DOOR,,,,
,,"Municipal Address :3388 COUNTY RD PP,",,
COUNTY,,"STURGEON BAY, WI 54235",,
,,"Mailing Address :4009 PARK DR, Sturgeon Bay, WI",,
,,54235,,
,,Phone 1: (920)495-0920,,
Printed 8/7/2020 10:35:34 AM,,,,Page 94 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF SEVASTOPOL,15022,CLERK: AMY FLOK,http://www.townofsevastopol.com,12/28/2017
- DOOR COUNTY,,,,
,,"Municipal Address :4528 STATE HIGHWAY 57,",,
,,"STURGEON BAY, WI 54235-9695",,
,,"Mailing Address :4528 STATE HIGHWAY 57,",,
,,"STURGEON BAY, WI 54235-9695 ",,
,,Phone 1: (920)746-1230,,
,,Fax: (920)746-1245,,
TOWN OF STURGEON,15024,CLERK: NANCY ANSCHUTZ,http://www.townofsturgeonbay.us,1/19/2018
BAY - DOOR COUNTY,,,,
,,"Municipal Address :2445 SAND LANE RD,",,
,,"STURGEON BAY, WI 54235",,
,,"Mailing Address :2445 SAND LANE RD,",,
,,"STURGEON BAY, WI 54235 ",,
,,Phone 1: (920)743-3908,,
TOWN OF UNION -,15026,CLERK: RENA LALUZERNE,http://townofuniondoor.com,3/23/2020
DOOR COUNTY,,,,
,,"Municipal Address :905 County Rd DK,",,
,,"BRUSSELS, WI 54204-9740",,
,,"Mailing Address :1621 TRU-WAY RD, BRUSSELS,",,
,,WI 54204-9740 ,,
,,Phone 1: (920)866-8011,,
TOWN OF WASHINGTON,15028,CLERK: VALERIE CARPENTER,www.washingtonisland-wi.gov,11/2/2017
- DOOR COUNTY,,,,
,,DEPUTY CLERK: LU BEEKMAN,,
,,"Municipal Address :910 MAIN RD, WASHINGTON",,
,,"IS, WI 54246-9004",,
,,"Mailing Address :PO BOX 220, WASHINGTON IS,",,
,,WI 54246-0220 ,,
,,Phone 1: (920)847-2522,,
,,Fax: (920)847-2303,,
VILLAGE OF EGG,15118,CLERK: LYNN OHNESORGE,https://www.villageofeggharbor.org/,6/29/2020
HARBOR - DOOR,,,,
,,DEPUTY CLERK: TOM STRONG,,
COUNTY,,,,
,,"Municipal Address :7860 STATE HIGHWAY 42,",,
,,"EGG HARBOR, WI 54209",,
,,"Mailing Address :PO BOX 175, EGG HARBOR, WI",,
,,54209-0175 ,,
,,Phone 1: (920)868-3334,,
,,Phone 2: (920)868-0159,,
,,Fax: (920)868-9507,,
Printed 8/7/2020 10:35:34 AM,,,,Page 95 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
