SAUK COUNTY - 57,COUNTY CLERK: BECKY EVERT,https://www.co.sauk.wi.us/,7/25/2017
,COUNTY DEPUTY CLERK: MICHELLE A,,
,COMMINGS,,
,MUNICIPAL ADDRESS :505 BROADWAY ST RM,,
,"144, BARABOO, WI 53913-2183",,
,"MAILING ADDRESS :505 BROADWAY ST RM 144,",,
,"BARABOO, WI 53913-2183",,
,Phone 1: (608)355-3523,,
,Fax: (608)355-3522,,
SAWYER COUNTY - 58,COUNTY CLERK: CAROL WILLIAMSON,http://www.sawyercountygov.org/,4/19/2016
Printed 8/7/2020 10:34:36 AM,,,Page 13 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,COUNTY DEPUTY CLERK: SANDY HEBBE,,
,MUNICIPAL ADDRESS :10610 MAIN STREET SUITE,,
,"10, HAYWARD, WI 54843",,
,"MAILING ADDRESS :10610 MAIN STREET SUITE 10,",,
,"HAYWARD, WI 54843",,
,Phone 1: (715)634-4866,,
,Fax: (715)634-6820,,
SHAWANO COUNTY - 59,COUNTY CLERK: PAMELA SCHMIDT,http://www.co.shawano.wi.us/,12/18/2019
,COUNTY DEPUTY CLERK: KARA SKARLUPKA,,
,"MUNICIPAL ADDRESS :311 N MAIN ST, SHAWANO,",,
,WI 54166-2145,,
,"MAILING ADDRESS :311 N MAIN ST, SHAWANO, WI",,
,54166-2145,,
,Phone 1: (715)526-9150,,
,Fax: (715)524-5157,,
SHEBOYGAN COUNTY - 60,COUNTY CLERK: JON DOLSON,https://www.sheboygancounty.com/,3/31/2016
,COUNTY DEPUTY CLERK: CHERYL SAVON,,
,"MUNICIPAL ADDRESS :508 NEW YORK AVE,",,
,"SHEBOYGAN, WI 53081-4126",,
,"MAILING ADDRESS :508 NEW YORK AVE,",,
,"SHEBOYGAN, WI 53081-4126",,
,Phone 1: (920)459-3002,,
,Fax: (920)459-0304,,
TAYLOR COUNTY - 61,COUNTY CLERK: ANDRIA FARRAND,http://www.co.taylor.wi.us/,3/11/2020
,COUNTY DEPUTY CLERK: JACKY PETERSON,,
,"MUNICIPAL ADDRESS :224 S 2ND ST, MEDFORD,",,
,WI 54451-1811,,
,"MAILING ADDRESS :224 S 2ND ST, MEDFORD, WI",,
,54451-1811,,
,Phone 1: (715)748-1460,,
,Fax: (715)748-1415,,
TREMPEALEAU COUNTY - 62,COUNTY CLERK: PAUL L SYVERSON,http://tremplocounty.com/tchome/,4/26/2019
,COUNTY DEPUTY CLERK: MAURA JONAS,,
,"MUNICIPAL ADDRESS :36245 MAIN ST,",,
,"WHITEHALL, WI 54773-9139",,
,"MAILING ADDRESS :PO BOX 67, WHITEHALL WI",,
,54773-0067,,
,Phone 1: (715)538-2311 EXT 201,,
,Phone 2: (715)538-2311 EXT 204,,
Printed 8/7/2020 10:34:36 AM,,,Page 14 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,Fax: (715)538-4210,,
VERNON COUNTY - 63,COUNTY CLERK: RON HOFF,https://www.vernoncounty.org/,6/28/2016
,COUNTY DEPUTY CLERK: NANCY MCDOWELL,,
,MUNICIPAL ADDRESS :COURTHOUSE ANX RM,,
,"108, VIROQUA, WI 54665",,
,"MAILING ADDRESS :COURTHOUSE ANX RM 108,",,
,"VIROQUA, WI 54665",,
,Phone 1: (608)637-5380,,
,Fax: (608)637-5556,,
VILAS COUNTY - 64,COUNTY CLERK: DAVID R ALLEMAN,https://vilascountywi.gov/,7/16/2019
,COUNTY DEPUTY CLERK: KIM OLKOWSKI,,
,"MUNICIPAL ADDRESS :330 COURT ST, EAGLE",,
,"RIVER, WI 54521-8362",,
,"MAILING ADDRESS :330 COURT ST, EAGLE RIVER,",,
,WI 54521-8362,,
,Phone 1: (715)479-3600 EXT 7,,
,Fax: (715)479-3605,,
WALWORTH COUNTY - 65,COUNTY CLERK: KIMBERLY BUSHEY,https://www.co.walworth.wi.us/,12/3/2018
,COUNTY DEPUTY CLERK: SUSI PIKE,,
,"MUNICIPAL ADDRESS :100 W WALWORTH ST,",,
,"ELKHORN, WI 53121-1769",,
,"MAILING ADDRESS :PO BOX 1001, ELKHORN, WI",,
,53121-1001,,
,Phone 1: (262)741-4241,,
,Fax: (262)741-4287,,
WASHBURN COUNTY - 66,COUNTY CLERK: LOLITA OLSON,http://www.co.washburn.wi.us/,2/12/2020
,COUNTY DEPUTY CLERK: ROSIE HAUK,,
,"MUNICIPAL ADDRESS :10 4TH AVE, SHELL LAKE,",,
,WI 54871,,
,"MAILING ADDRESS :PO BOX 639, SHELL LAKE, WI",,
,54871-0639,,
,Phone 1: (715)468-4603,,
,Phone 2: (715)468-4602,,
WASHINGTON COUNTY - 67,COUNTY CLERK: ASHLEY REICHERT,http://www.co.washington.wi.us/,1/9/2017
,COUNTY DEPUTY CLERK: LINDA DORO,,
,"MUNICIPAL ADDRESS :432 E WASHINGTON ST,",,
,"WEST BEND, WI 53095-2530",,
Printed 8/7/2020 10:34:36 AM,,,Page 15 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,"MAILING ADDRESS :432 E WASHINGTON ST,",,
,"WEST BEND, WI 53095-2530",,
,Phone 1: (262)335-4305,,
,Fax: (262)335-4490,,
WAUKESHA COUNTY - 68,COUNTY CLERK: MARGARET WARTMAN,https://www.waukeshacounty.gov/,3/21/2019
,COUNTY DEPUTY CLERK: KELLY YAEGER,,
,MUNICIPAL ADDRESS :515 W MORELAND BLVD,,
,"STE 120, WAUKESHA, WI 53188",,
,MAILING ADDRESS :515 W MORELAND BLVD STE,,
,"120, WAUKESHA, WI 53188",,
,Phone 1: (262)548-7010,,
,Fax: (262)548-7722,,
WAUPACA COUNTY - 69,COUNTY CLERK: JILL LODEWEGEN,https://www.co.waupaca.wi.us/,11/2/2017
,COUNTY DEPUTY CLERK: DAWN KRAUSE,,
,"MUNICIPAL ADDRESS :811 HARDING ST,",,
,"WAUPACA, WI 54981-2012",,
,"MAILING ADDRESS :811 HARDING ST, WAUPACA",,
,WI 54981-2012,,
,Phone 1: (715)258-6200,,
,Phone 2: (715)258-6202,,
,Fax: (715)258-6212,,
WAUSHARA COUNTY - 70,COUNTY CLERK: MEGAN KAPP,https://www.co.waushara.wi.us/,10/2/2017
,COUNTY DEPUTY CLERK: LINDSEY FUEHRER,,
,"MUNICIPAL ADDRESS :209 S SAINT MARIE ST,",,
,"WAUTOMA, WI 54982-8114",,
,"MAILING ADDRESS :PO BOX 488, WAUTOMA, WI",,
,54982-0488,,
,Phone 1: (920)787-0442 EXT 1,,
,Fax: (920)787-0425,,
Printed 8/7/2020 10:34:36 AM,,,Page 16 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
WINNEBAGO COUNTY - 71,COUNTY CLERK: SUSAN T ERTMER,https://www.co.winnebago.wi.us/,10/12/2017
,COUNTY DEPUTY CLERK: JULIE BARTHELS,,
,"MUNICIPAL ADDRESS :112 OTTER AVE,",,
,"OSHKOSH, WI 54901",,
,"MAILING ADDRESS :PO BOX 2808, OSHKOSH, WI",,
,54903-2808,,
,Phone 1: (920)232-3432,,
,Phone 2: (920)232-3431,,
,Fax: (920)232-3435,,
WOOD COUNTY - 72,COUNTY CLERK: TRENT MINER,http://www.co.wood.wi.us/,1/24/2020
,COUNTY DEPUTY CLERK: SHERI EVANSON,,
,"MUNICIPAL ADDRESS :400 MARKET ST, WISC",,
,"RAPIDS, WI 54494-4868",,
,"MAILING ADDRESS :PO BOX 8095, WISC RAPIDS",,
,WI 54494-8095,,
,Phone 1: (715)421-8460 EXT 3,,
,Fax: (715)421-8808,,
Printed 8/7/2020 10:34:36 AM,,,Page 17 of 17
